"result_date","affil_category","test_type","test_result","test_count","test_source"
2020-09-08,Employee,Antigen,Negative,46,Test All Test Smart
2020-09-08,Employee,Antigen,Positive,0,Test All Test Smart
2020-09-08,Off-Campus Student,Antigen,Negative,33,Campus Health
2020-09-08,Off-Campus Student,Antigen,Positive,26,Campus Health
2020-09-08,Off-Campus Student,Antigen,Negative,539,Test All Test Smart
2020-09-08,Off-Campus Student,Antigen,Positive,92,Test All Test Smart
2020-09-08,On-Campus Student,Antigen,Negative,7,Campus Health
2020-09-08,On-Campus Student,Antigen,Positive,6,Campus Health
2020-09-08,On-Campus Student,Antigen,Negative,922,Test All Test Smart
2020-09-08,On-Campus Student,Antigen,Positive,26,Test All Test Smart
2020-09-09,Employee,Antigen,Negative,2,Campus Health
2020-09-09,Employee,Antigen,Positive,2,Campus Health
2020-09-09,Employee,PCR,Negative,1,Campus Health
2020-09-09,Employee,PCR,Positive,0,Campus Health
2020-09-09,Employee,Antigen,Negative,48,Test All Test Smart
2020-09-09,Employee,Antigen,Positive,0,Test All Test Smart
2020-09-09,Off-Campus Student,Antigen,Negative,36,Campus Health
2020-09-09,Off-Campus Student,Antigen,Positive,21,Campus Health
2020-09-09,Off-Campus Student,PCR,Negative,18,Campus Health
2020-09-09,Off-Campus Student,PCR,Positive,10,Campus Health
2020-09-09,Off-Campus Student,Antigen,Negative,339,Test All Test Smart
2020-09-09,Off-Campus Student,Antigen,Positive,57,Test All Test Smart
2020-09-09,On-Campus Student,Antigen,Negative,5,Campus Health
2020-09-09,On-Campus Student,Antigen,Positive,10,Campus Health
2020-09-09,On-Campus Student,PCR,Negative,3,Campus Health
2020-09-09,On-Campus Student,PCR,Positive,2,Campus Health
2020-09-09,On-Campus Student,Antigen,Negative,878,Test All Test Smart
2020-09-09,On-Campus Student,Antigen,Positive,8,Test All Test Smart
2020-09-10,Employee,Antigen,Negative,4,Campus Health
2020-09-10,Employee,Antigen,Positive,0,Campus Health
2020-09-10,Employee,PCR,Negative,3,Campus Health
2020-09-10,Employee,PCR,Positive,0,Campus Health
2020-09-10,Employee,Antigen,Negative,67,Test All Test Smart
2020-09-10,Employee,Antigen,Positive,1,Test All Test Smart
2020-09-10,Off-Campus Student,Antigen,Negative,39,Campus Health
2020-09-10,Off-Campus Student,Antigen,Positive,20,Campus Health
2020-09-10,Off-Campus Student,PCR,Negative,11,Campus Health
2020-09-10,Off-Campus Student,PCR,Positive,11,Campus Health
2020-09-10,Off-Campus Student,Antigen,Negative,526,Test All Test Smart
2020-09-10,Off-Campus Student,Antigen,Positive,81,Test All Test Smart
2020-09-10,Off-Campus Student,PCR,Negative,1,Test All Test Smart
2020-09-10,Off-Campus Student,PCR,Positive,0,Test All Test Smart
2020-09-10,On-Campus Student,Antigen,Negative,5,Campus Health
2020-09-10,On-Campus Student,Antigen,Positive,10,Campus Health
2020-09-10,On-Campus Student,PCR,Negative,5,Campus Health
2020-09-10,On-Campus Student,PCR,Positive,5,Campus Health
2020-09-10,On-Campus Student,Antigen,Negative,1132,Test All Test Smart
2020-09-10,On-Campus Student,Antigen,Positive,68,Test All Test Smart
2020-09-11,Employee,Antigen,Negative,6,Campus Health
2020-09-11,Employee,Antigen,Positive,0,Campus Health
2020-09-11,Employee,PCR,Negative,10,Campus Health
2020-09-11,Employee,PCR,Positive,1,Campus Health
2020-09-11,Employee,Antigen,Negative,41,Test All Test Smart
2020-09-11,Employee,Antigen,Positive,1,Test All Test Smart
2020-09-11,Off-Campus Student,Antigen,Negative,29,Campus Health
2020-09-11,Off-Campus Student,Antigen,Positive,12,Campus Health
2020-09-11,Off-Campus Student,PCR,Negative,61,Campus Health
2020-09-11,Off-Campus Student,PCR,Positive,34,Campus Health
2020-09-11,Off-Campus Student,Antigen,Negative,236,Test All Test Smart
2020-09-11,Off-Campus Student,Antigen,Positive,32,Test All Test Smart
2020-09-11,Off-Campus Student,PCR,Negative,12,Test All Test Smart
2020-09-11,Off-Campus Student,PCR,Positive,0,Test All Test Smart
2020-09-11,On-Campus Student,Antigen,Negative,9,Campus Health
2020-09-11,On-Campus Student,Antigen,Positive,11,Campus Health
2020-09-11,On-Campus Student,PCR,Negative,11,Campus Health
2020-09-11,On-Campus Student,PCR,Positive,6,Campus Health
2020-09-11,On-Campus Student,Antigen,Negative,949,Test All Test Smart
2020-09-11,On-Campus Student,Antigen,Positive,36,Test All Test Smart
2020-09-11,On-Campus Student,PCR,Negative,14,Test All Test Smart
2020-09-11,On-Campus Student,PCR,Positive,0,Test All Test Smart
2020-09-14,Employee,Antigen,Negative,2,Campus Health
2020-09-14,Employee,Antigen,Positive,0,Campus Health
2020-09-14,Employee,Antigen,Negative,88,Test All Test Smart
2020-09-14,Employee,Antigen,Positive,0,Test All Test Smart
2020-09-14,Off-Campus Student,Antigen,Negative,17,Campus Health
2020-09-14,Off-Campus Student,Antigen,Positive,12,Campus Health
2020-09-14,Off-Campus Student,Antigen,Negative,606,Test All Test Smart
2020-09-14,Off-Campus Student,Antigen,Positive,78,Test All Test Smart
2020-09-14,On-Campus Student,Antigen,Negative,9,Campus Health
2020-09-14,On-Campus Student,Antigen,Positive,37,Campus Health
2020-09-14,On-Campus Student,Antigen,Negative,710,Test All Test Smart
2020-09-14,On-Campus Student,Antigen,Positive,134,Test All Test Smart
2020-09-15,Employee,Antigen,Negative,2,Campus Health
2020-09-15,Employee,Antigen,Positive,0,Campus Health
2020-09-15,Employee,PCR,Negative,1,Campus Health
2020-09-15,Employee,PCR,Positive,0,Campus Health
2020-09-15,Employee,Antigen,Negative,59,Test All Test Smart
2020-09-15,Employee,Antigen,Positive,0,Test All Test Smart
2020-09-15,Employee,PCR,Negative,1,Test All Test Smart
2020-09-15,Employee,PCR,Positive,0,Test All Test Smart
2020-09-15,Off-Campus Student,Antigen,Negative,31,Campus Health
2020-09-15,Off-Campus Student,Antigen,Positive,11,Campus Health
2020-09-15,Off-Campus Student,PCR,Negative,0,Campus Health
2020-09-15,Off-Campus Student,PCR,Positive,6,Campus Health
2020-09-15,Off-Campus Student,Antigen,Negative,502,Test All Test Smart
2020-09-15,Off-Campus Student,Antigen,Positive,63,Test All Test Smart
2020-09-15,Off-Campus Student,PCR,Negative,15,Test All Test Smart
2020-09-15,Off-Campus Student,PCR,Positive,1,Test All Test Smart
2020-09-15,On-Campus Student,Antigen,Negative,14,Campus Health
2020-09-15,On-Campus Student,Antigen,Positive,13,Campus Health
2020-09-15,On-Campus Student,PCR,Negative,0,Campus Health
2020-09-15,On-Campus Student,PCR,Positive,1,Campus Health
2020-09-15,On-Campus Student,Antigen,Negative,491,Test All Test Smart
2020-09-15,On-Campus Student,Antigen,Positive,77,Test All Test Smart
2020-09-15,On-Campus Student,PCR,Negative,2,Test All Test Smart
2020-09-15,On-Campus Student,PCR,Positive,0,Test All Test Smart
2020-09-16,Employee,Antigen,Negative,4,Campus Health
2020-09-16,Employee,Antigen,Positive,0,Campus Health
2020-09-16,Employee,PCR,Inconclusive,1,Campus Health
2020-09-16,Employee,PCR,Negative,8,Campus Health
2020-09-16,Employee,PCR,Positive,2,Campus Health
2020-09-16,Employee,Antigen,Negative,64,Test All Test Smart
2020-09-16,Employee,Antigen,Positive,0,Test All Test Smart
2020-09-16,Off-Campus Student,Antigen,Negative,22,Campus Health
2020-09-16,Off-Campus Student,Antigen,Positive,15,Campus Health
2020-09-16,Off-Campus Student,PCR,Inconclusive,5,Campus Health
2020-09-16,Off-Campus Student,PCR,Negative,89,Campus Health
2020-09-16,Off-Campus Student,PCR,Positive,68,Campus Health
2020-09-16,Off-Campus Student,Antigen,Negative,437,Test All Test Smart
2020-09-16,Off-Campus Student,Antigen,Positive,38,Test All Test Smart
2020-09-16,Off-Campus Student,PCR,Negative,1,Test All Test Smart
2020-09-16,Off-Campus Student,PCR,Positive,0,Test All Test Smart
2020-09-16,On-Campus Student,Antigen,Negative,9,Campus Health
2020-09-16,On-Campus Student,Antigen,Positive,9,Campus Health
2020-09-16,On-Campus Student,PCR,Inconclusive,1,Campus Health
2020-09-16,On-Campus Student,PCR,Negative,18,Campus Health
2020-09-16,On-Campus Student,PCR,Positive,59,Campus Health
2020-09-16,On-Campus Student,Antigen,Negative,493,Test All Test Smart
2020-09-16,On-Campus Student,Antigen,Positive,53,Test All Test Smart
2020-09-16,On-Campus Student,PCR,Negative,4,Test All Test Smart
2020-09-16,On-Campus Student,PCR,Positive,1,Test All Test Smart
2020-09-17,Employee,Antigen,Negative,2,Campus Health
2020-09-17,Employee,Antigen,Positive,0,Campus Health
2020-09-17,Employee,PCR,Negative,2,Campus Health
2020-09-17,Employee,PCR,Positive,0,Campus Health
2020-09-17,Employee,Antigen,Negative,67,Test All Test Smart
2020-09-17,Employee,Antigen,Positive,0,Test All Test Smart
2020-09-17,Employee,PCR,Negative,30,Test All Test Smart
2020-09-17,Employee,PCR,Positive,0,Test All Test Smart
2020-09-17,Off-Campus Student,Antigen,Negative,22,Campus Health
2020-09-17,Off-Campus Student,Antigen,Positive,7,Campus Health
2020-09-17,Off-Campus Student,PCR,Inconclusive,1,Campus Health
2020-09-17,Off-Campus Student,PCR,Negative,28,Campus Health
2020-09-17,Off-Campus Student,PCR,Positive,13,Campus Health
2020-09-17,Off-Campus Student,Antigen,Negative,509,Test All Test Smart
2020-09-17,Off-Campus Student,Antigen,Positive,45,Test All Test Smart
2020-09-17,Off-Campus Student,PCR,Negative,117,Test All Test Smart
2020-09-17,Off-Campus Student,PCR,Positive,2,Test All Test Smart
2020-09-17,On-Campus Student,Antigen,Negative,9,Campus Health
2020-09-17,On-Campus Student,Antigen,Positive,12,Campus Health
2020-09-17,On-Campus Student,PCR,Inconclusive,1,Campus Health
2020-09-17,On-Campus Student,PCR,Negative,10,Campus Health
2020-09-17,On-Campus Student,PCR,Positive,14,Campus Health
2020-09-17,On-Campus Student,Antigen,Negative,354,Test All Test Smart
2020-09-17,On-Campus Student,Antigen,Positive,27,Test All Test Smart
2020-09-17,On-Campus Student,PCR,Negative,29,Test All Test Smart
2020-09-17,On-Campus Student,PCR,Positive,3,Test All Test Smart
2020-09-18,Employee,Antigen,Negative,2,Campus Health
2020-09-18,Employee,Antigen,Positive,0,Campus Health
2020-09-18,Employee,Antigen,Negative,76,Test All Test Smart
2020-09-18,Employee,Antigen,Positive,1,Test All Test Smart
2020-09-18,Employee,PCR,Negative,17,Test All Test Smart
2020-09-18,Employee,PCR,Positive,0,Test All Test Smart
2020-09-18,Off-Campus Student,Antigen,Negative,18,Campus Health
2020-09-18,Off-Campus Student,Antigen,Positive,9,Campus Health
2020-09-18,Off-Campus Student,Antigen,Negative,350,Test All Test Smart
2020-09-18,Off-Campus Student,Antigen,Positive,32,Test All Test Smart
2020-09-18,Off-Campus Student,PCR,Inconclusive,4,Test All Test Smart
2020-09-18,Off-Campus Student,PCR,Negative,163,Test All Test Smart
2020-09-18,Off-Campus Student,PCR,Positive,7,Test All Test Smart
2020-09-18,On-Campus Student,Antigen,Negative,9,Campus Health
2020-09-18,On-Campus Student,Antigen,Positive,4,Campus Health
2020-09-18,On-Campus Student,Antigen,Negative,509,Test All Test Smart
2020-09-18,On-Campus Student,Antigen,Positive,20,Test All Test Smart
2020-09-18,On-Campus Student,PCR,Negative,72,Test All Test Smart
2020-09-18,On-Campus Student,PCR,Positive,6,Test All Test Smart
2020-09-21,Employee,Antigen,Negative,5,Campus Health
2020-09-21,Employee,Antigen,Positive,0,Campus Health
2020-09-21,Employee,PCR,Negative,2,Campus Health
2020-09-21,Employee,PCR,Positive,0,Campus Health
2020-09-21,Employee,Antigen,Negative,77,Test All Test Smart
2020-09-21,Employee,Antigen,Positive,0,Test All Test Smart
2020-09-21,Off-Campus Student,Antigen,Negative,14,Campus Health
2020-09-21,Off-Campus Student,Antigen,Positive,9,Campus Health
2020-09-21,Off-Campus Student,PCR,Inconclusive,3,Campus Health
2020-09-21,Off-Campus Student,PCR,Negative,16,Campus Health
2020-09-21,Off-Campus Student,PCR,Positive,12,Campus Health
2020-09-21,Off-Campus Student,Antigen,Negative,459,Test All Test Smart
2020-09-21,Off-Campus Student,Antigen,Positive,61,Test All Test Smart
2020-09-21,Off-Campus Student,PCR,Negative,1,Test All Test Smart
2020-09-21,Off-Campus Student,PCR,Positive,1,Test All Test Smart
2020-09-21,On-Campus Student,Antigen,Negative,9,Campus Health
2020-09-21,On-Campus Student,Antigen,Positive,9,Campus Health
2020-09-21,On-Campus Student,PCR,Inconclusive,1,Campus Health
2020-09-21,On-Campus Student,PCR,Negative,7,Campus Health
2020-09-21,On-Campus Student,PCR,Positive,5,Campus Health
2020-09-21,On-Campus Student,Antigen,Negative,427,Test All Test Smart
2020-09-21,On-Campus Student,Antigen,Positive,22,Test All Test Smart
2020-09-22,Employee,Antigen,Negative,5,Campus Health
2020-09-22,Employee,Antigen,Positive,1,Campus Health
2020-09-22,Employee,Antigen,Negative,39,Test All Test Smart
2020-09-22,Employee,Antigen,Positive,1,Test All Test Smart
2020-09-22,Off-Campus Student,Antigen,Negative,14,Campus Health
2020-09-22,Off-Campus Student,Antigen,Positive,0,Campus Health
2020-09-22,Off-Campus Student,Antigen,Negative,307,Test All Test Smart
2020-09-22,Off-Campus Student,Antigen,Positive,17,Test All Test Smart
2020-09-22,On-Campus Student,Antigen,Negative,7,Campus Health
2020-09-22,On-Campus Student,Antigen,Positive,2,Campus Health
2020-09-22,On-Campus Student,Antigen,Negative,451,Test All Test Smart
2020-09-22,On-Campus Student,Antigen,Positive,16,Test All Test Smart
2020-09-23,Employee,Antigen,Negative,3,Campus Health
2020-09-23,Employee,Antigen,Positive,2,Campus Health
2020-09-23,Employee,PCR,Negative,4,Campus Health
2020-09-23,Employee,PCR,Positive,0,Campus Health
2020-09-23,Employee,Antigen,Negative,73,Test All Test Smart
2020-09-23,Employee,Antigen,Positive,0,Test All Test Smart
2020-09-23,Employee,PCR,Negative,42,Test All Test Smart
2020-09-23,Employee,PCR,Positive,0,Test All Test Smart
2020-09-23,Off-Campus Student,Antigen,Negative,18,Campus Health
2020-09-23,Off-Campus Student,Antigen,Positive,1,Campus Health
2020-09-23,Off-Campus Student,PCR,Inconclusive,1,Campus Health
2020-09-23,Off-Campus Student,PCR,Negative,20,Campus Health
2020-09-23,Off-Campus Student,PCR,Positive,10,Campus Health
2020-09-23,Off-Campus Student,Antigen,Negative,262,Test All Test Smart
2020-09-23,Off-Campus Student,Antigen,Positive,7,Test All Test Smart
2020-09-23,Off-Campus Student,PCR,Negative,156,Test All Test Smart
2020-09-23,Off-Campus Student,PCR,Positive,2,Test All Test Smart
2020-09-23,On-Campus Student,Antigen,Negative,5,Campus Health
2020-09-23,On-Campus Student,Antigen,Positive,3,Campus Health
2020-09-23,On-Campus Student,PCR,Inconclusive,1,Campus Health
2020-09-23,On-Campus Student,PCR,Negative,12,Campus Health
2020-09-23,On-Campus Student,PCR,Positive,6,Campus Health
2020-09-23,On-Campus Student,Antigen,Negative,273,Test All Test Smart
2020-09-23,On-Campus Student,Antigen,Positive,5,Test All Test Smart
2020-09-23,On-Campus Student,PCR,Negative,58,Test All Test Smart
2020-09-23,On-Campus Student,PCR,Positive,2,Test All Test Smart
2020-09-24,Employee,Antigen,Negative,5,Campus Health
2020-09-24,Employee,Antigen,Positive,0,Campus Health
2020-09-24,Employee,PCR,Negative,5,Campus Health
2020-09-24,Employee,PCR,Positive,1,Campus Health
2020-09-24,Employee,Antigen,Negative,66,Test All Test Smart
2020-09-24,Employee,Antigen,Positive,0,Test All Test Smart
2020-09-24,Employee,PCR,Negative,10,Test All Test Smart
2020-09-24,Employee,PCR,Positive,0,Test All Test Smart
2020-09-24,Off-Campus Student,Antigen,Negative,14,Campus Health
2020-09-24,Off-Campus Student,Antigen,Positive,2,Campus Health
2020-09-24,Off-Campus Student,PCR,Negative,16,Campus Health
2020-09-24,Off-Campus Student,PCR,Positive,0,Campus Health
2020-09-24,Off-Campus Student,Antigen,Negative,335,Test All Test Smart
2020-09-24,Off-Campus Student,Antigen,Positive,7,Test All Test Smart
2020-09-24,Off-Campus Student,PCR,Inconclusive,2,Test All Test Smart
2020-09-24,Off-Campus Student,PCR,Negative,74,Test All Test Smart
2020-09-24,Off-Campus Student,PCR,Positive,1,Test All Test Smart
2020-09-24,On-Campus Student,Antigen,Negative,10,Campus Health
2020-09-24,On-Campus Student,Antigen,Positive,4,Campus Health
2020-09-24,On-Campus Student,PCR,Negative,4,Campus Health
2020-09-24,On-Campus Student,PCR,Positive,3,Campus Health
2020-09-24,On-Campus Student,Antigen,Negative,357,Test All Test Smart
2020-09-24,On-Campus Student,Antigen,Positive,9,Test All Test Smart
2020-09-24,On-Campus Student,PCR,Negative,15,Test All Test Smart
2020-09-24,On-Campus Student,PCR,Positive,4,Test All Test Smart
2020-09-25,Employee,Antigen,Negative,3,Campus Health
2020-09-25,Employee,Antigen,Positive,0,Campus Health
2020-09-25,Employee,PCR,Negative,9,Campus Health
2020-09-25,Employee,PCR,Positive,1,Campus Health
2020-09-25,Employee,Antigen,Negative,86,Test All Test Smart
2020-09-25,Employee,Antigen,Positive,1,Test All Test Smart
2020-09-25,Employee,PCR,Negative,6,Test All Test Smart
2020-09-25,Employee,PCR,Positive,0,Test All Test Smart
2020-09-25,Off-Campus Student,Antigen,Negative,15,Campus Health
2020-09-25,Off-Campus Student,Antigen,Positive,3,Campus Health
2020-09-25,Off-Campus Student,PCR,Negative,26,Campus Health
2020-09-25,Off-Campus Student,PCR,Positive,5,Campus Health
2020-09-25,Off-Campus Student,Antigen,Negative,286,Test All Test Smart
2020-09-25,Off-Campus Student,Antigen,Positive,7,Test All Test Smart
2020-09-25,Off-Campus Student,PCR,Negative,36,Test All Test Smart
2020-09-25,Off-Campus Student,PCR,Positive,1,Test All Test Smart
2020-09-25,On-Campus Student,Antigen,Negative,3,Campus Health
2020-09-25,On-Campus Student,Antigen,Positive,2,Campus Health
2020-09-25,On-Campus Student,PCR,Negative,16,Campus Health
2020-09-25,On-Campus Student,PCR,Positive,6,Campus Health
2020-09-25,On-Campus Student,Antigen,Negative,517,Test All Test Smart
2020-09-25,On-Campus Student,Antigen,Positive,4,Test All Test Smart
2020-09-25,On-Campus Student,PCR,Negative,12,Test All Test Smart
2020-09-25,On-Campus Student,PCR,Positive,6,Test All Test Smart
2020-09-28,Employee,Antigen,Negative,3,Campus Health
2020-09-28,Employee,Antigen,Positive,0,Campus Health
2020-09-28,Employee,Antigen,Negative,81,Test All Test Smart
2020-09-28,Employee,Antigen,Positive,1,Test All Test Smart
2020-09-28,Off-Campus Student,Antigen,Negative,13,Campus Health
2020-09-28,Off-Campus Student,Antigen,Positive,0,Campus Health
2020-09-28,Off-Campus Student,Antigen,Negative,317,Test All Test Smart
2020-09-28,Off-Campus Student,Antigen,Positive,4,Test All Test Smart
2020-09-28,Off-Campus Student,PCR,Negative,1,Test All Test Smart
2020-09-28,Off-Campus Student,PCR,Positive,1,Test All Test Smart
2020-09-28,On-Campus Student,Antigen,Negative,11,Campus Health
2020-09-28,On-Campus Student,Antigen,Positive,2,Campus Health
2020-09-28,On-Campus Student,Antigen,Negative,474,Test All Test Smart
2020-09-28,On-Campus Student,Antigen,Positive,5,Test All Test Smart
